date,date_placed,league,home_team,away_team,home_win_%,draw_%,away_win_%,odds_home,odds_draw,odds_away,bet,de_normalized_risk,normalized_risk,ev
12/04/2025 16:00,2025-04-12 09:54:02.898766,CHA,Millwall,Middlesbrough,0.39,0.26,0.33,3.1,3.3,2.37,home,19.322580645161292,1.97,0.209
12/04/2025 16:00,2025-04-12 09:54:08.215548,CHA,Portsmouth,Derby,0.48,0.25,0.26,2.55,3.0,3.05,home,27.6078431372549,2.02,0.2239999999999998
12/04/2025 16:00,2025-04-12 09:54:13.713638,CHA,Queens Park Rangers,Bristol City,0.34,0.25,0.39,3.1,3.25,2.4,home,12.709677419354842,1.54,0.0540000000000001
12/04/2025 16:00,2025-04-12 09:54:18.988493,EPL,Brighton,Leicester,0.7,0.17,0.12,1.29,5.75,10.5,away,3.619047619047619,2.12,0.2599999999999999
12/04/2025 16:00,2025-04-12 09:54:24.254773,EPL,Nottingham Forest,Everton,0.46,0.27,0.26,1.99,3.35,4.0,away,7.500000000000001,1.5,0.04
12/04/2025 16:00,2025-04-12 09:54:29.598630,EPL,Southampton,Aston Villa,0.19,0.22,0.58,5.5,4.5,1.54,home,4.272727272727271,1.52,0.0449999999999999
12/04/2025 16:15,2025-04-12 09:54:35.835796,LL,Getafe,Las Palmas,0.53,0.25,0.2,1.75,3.5,5.25,away,4.761904761904762,1.53,0.05
12/04/2025 17:00,2025-04-12 09:54:41.105924,LI1,Monaco,Marseille,0.45,0.24,0.3,1.96,4.0,3.45,away,9.71014492753623,1.49,0.035
12/04/2025 18:00,2025-04-12 09:54:46.385624,SEA,Inter Milan,Cagliari,0.67,0.18,0.14,1.35,5.5,9.25,away,4.702702702702704,2.21,0.295
12/04/2025 18:30,2025-04-12 09:54:51.670890,LL,Celta Vigo,Espanyol,0.56,0.23,0.19,1.58,3.9,6.25,away,6.039999999999999,1.92,0.1875
12/04/2025 18:30,2025-04-12 09:54:56.989993,BUN,Bayern München,Dortmund,0.6,0.19,0.19,1.52,5.25,5.5,away,4.272727272727271,1.52,0.0449999999999999
12/04/2025 18:30,2025-04-12 09:55:02.295112,EPL,Arsenal,Brentford,0.55,0.23,0.21,1.64,4.25,5.25,away,5.952380952380952,1.68,0.1024999999999999
12/04/2025 20:45,2025-04-12 09:55:07.575051,SEA,Juventus,Lecce,0.68,0.18,0.12,1.34,5.25,10.5,away,3.619047619047619,2.12,0.2599999999999999
12/04/2025 21:00,2025-04-12 09:55:14.364779,LL,Leganes,Barcelona,0.13,0.17,0.69,9.0,6.25,1.32,home,3.3333333333333326,1.87,0.17
12/04/2025 21:05,2025-04-12 09:55:19.662753,LI1,Strasbourg,Nice,0.37,0.26,0.36,2.75,3.45,2.51,home,14.090909090909092,1.44,0.0174999999999999
13/04/2025 12:30,2025-04-12 09:55:24.910696,SEA,Atalanta,Bologna,0.47,0.25,0.27,2.02,3.45,3.75,away,7.533333333333339,1.43,0.0125
13/04/2025 15:00,2025-04-12 09:55:30.183575,EPL,Chelsea,Ipswich,0.71,0.16,0.12,1.27,6.25,9.75,away,2.9743589743589736,1.87,0.17
13/04/2025 15:00,2025-04-12 09:55:35.470773,EPL,Liverpool,West Ham,0.69,0.17,0.13,1.31,5.75,9.0,away,3.3333333333333326,1.87,0.17
13/04/2025 15:30,2025-04-12 09:55:40.733879,BUN,Stuttgart,Bremen,0.54,0.21,0.23,1.66,4.5,4.5,away,5.888888888888891,1.49,0.035
13/04/2025 17:15,2025-04-12 09:55:45.972022,LI1,Le Havre,Rennes,0.29,0.26,0.44,3.5,3.4,2.13,home,8.714285714285712,1.43,0.015
13/04/2025 17:15,2025-04-12 09:55:51.241705,LI1,Angers,Montpellier,0.47,0.25,0.27,1.95,3.6,3.85,away,8.038961038961041,1.5,0.0395
13/04/2025 17:30,2025-04-12 09:55:56.578270,EPL,Newcastle,Manchester United,0.55,0.22,0.22,1.65,4.25,4.75,away,5.57894736842105,1.52,0.0449999999999999
13/04/2025 20:45,2025-04-12 09:56:02.751002,LI1,Auxerre,Lyon,0.29,0.24,0.46,3.45,3.75,2.02,home,8.420289855072463,1.39,0.0005
14/04/2025 20:45,2025-04-12 09:56:08.085294,SEA,Napoli,Empoli,0.67,0.18,0.13,1.34,5.0,9.5,away,3.842105263157896,2.05,0.235
14/04/2025 21:00,2025-04-12 09:56:13.389228,CHA,Hull,Coventry,0.36,0.26,0.37,2.6,3.3,2.75,away,14.090909090909092,1.44,0.0174999999999999
14/04/2025 21:00,2025-04-12 09:56:18.702817,LL,Atlético,Valladolid,0.79,0.12,0.07,1.13,8.5,20.0,away,2.350000000000001,2.51,0.4000000000000001
