date,date_placed,league,home_team,away_team,home_win_%,draw_%,away_win_%,odds_home,odds_draw,odds_away,bet,de_normalized_risk,normalized_risk,ev
15/03/2025 13:30,2025-03-15 12:05:53.823240,LET,Crewe,Doncaster,0.38,0.26,0.35,3.15,3.15,2.25,home,18.31746031746032,3.04,0.1969999999999999
15/03/2025 13:30,2025-03-15 12:05:59.959347,LET,Swindon,Cheltenham,0.42,0.26,0.31,1.98,3.4,3.5,away,11.285714285714286,1.87,0.085
15/03/2025 13:30,2025-03-15 12:06:05.184335,LEO,Bolton,Stockport,0.5,0.25,0.24,2.5,3.15,2.7,home,30.0,4.98,0.25
15/03/2025 13:30,2025-03-15 12:06:10.436427,LEO,Cambridge United,Peterborough,0.35,0.25,0.39,2.9,3.4,2.2,home,12.586206896551722,2.09,0.0149999999999999
15/03/2025 13:30,2025-03-15 12:06:15.670027,CHA,Millwall,Stoke,0.5,0.25,0.24,2.28,3.05,3.55,home,28.07017543859649,4.66,0.1399999999999999
15/03/2025 13:30,2025-03-15 12:06:20.889975,CHA,Queens Park Rangers,Leeds,0.21,0.21,0.56,7.25,4.5,1.46,home,10.103448275862068,1.68,0.5225
15/03/2025 15:00,2025-03-15 12:06:26.100264,SEA,Udinese,Verona,0.53,0.25,0.21,1.72,3.65,5.25,away,5.952380952380952,0.99,0.1024999999999999
15/03/2025 15:30,2025-03-15 12:06:31.375712,BUN,Bremen,Borussia Mönchengladbach,0.4,0.24,0.34,2.21,3.7,3.05,away,12.36065573770492,2.05,0.037
15/03/2025 15:30,2025-03-15 12:06:36.624199,BUN,Augsburg,Wolfsburg,0.36,0.28,0.35,2.46,3.2,3.0,away,13.333333333333329,2.21,0.0499999999999999
15/03/2025 15:30,2025-03-15 12:06:41.878528,BUN,FSV Mainz,Freiburg,0.49,0.25,0.24,1.91,3.45,4.25,away,6.11764705882353,1.01,0.02
15/03/2025 15:30,2025-03-15 12:06:47.122056,BUN,Union Berlin,Bayern München,0.13,0.18,0.67,8.75,5.75,1.35,home,3.0571428571428565,0.51,0.1375
15/03/2025 16:00,2025-03-15 12:06:52.362256,LET,Accrington,Gillingham,0.47,0.25,0.26,2.4,2.9,3.15,home,24.91666666666666,4.13,0.1279999999999999
15/03/2025 16:00,2025-03-15 12:06:57.593005,LET,Bradford,Tranmere,0.71,0.16,0.12,1.57,3.65,5.75,home,52.52866242038217,8.71,0.1146999999999999
15/03/2025 16:00,2025-03-15 12:07:02.817674,LET,Carlisle,Wimbledon,0.28,0.24,0.47,3.15,3.0,2.35,away,24.4468085106383,4.05,0.1044999999999999
15/03/2025 16:00,2025-03-15 12:07:08.045099,LET,Grimsby Town,Salford,0.45,0.26,0.27,1.83,3.5,4.0,away,8.750000000000002,1.45,0.08
15/03/2025 16:00,2025-03-15 12:07:15.239944,LEO,Blackpool,Leyton Orient FC,0.49,0.25,0.24,2.05,3.4,3.4,home,24.12195121951219,4.0,0.0044999999999999
15/03/2025 16:00,2025-03-15 12:07:21.334302,LEO,Charlton,Wigan,0.53,0.23,0.22,1.56,3.65,6.0,away,9.000000000000002,1.49,0.32
15/03/2025 16:00,2025-03-15 12:07:26.554736,LEO,Lincoln,Bristol Rovers,0.57,0.21,0.2,1.51,4.0,5.75,away,6.086956521739132,1.01,0.15
15/03/2025 16:00,2025-03-15 12:07:31.794438,LEO,Mansfield Town,Barnsley,0.33,0.25,0.4,2.4,3.4,2.7,away,17.777777777777782,2.95,0.0800000000000001
15/03/2025 16:00,2025-03-15 12:07:37.019565,CHA,Blackburn,Cardiff,0.52,0.24,0.23,2.08,3.25,3.8,home,28.92307692307693,4.8,0.0816000000000001
15/03/2025 16:00,2025-03-15 12:07:42.241807,CHA,Coventry,Sunderland,0.45,0.26,0.27,2.55,3.3,2.8,home,23.431372549019606,3.89,0.1474999999999998
15/03/2025 16:00,2025-03-15 12:07:47.502464,CHA,Luton,Middlesbrough,0.31,0.25,0.42,2.7,3.45,2.55,away,19.25490196078431,3.19,0.0709999999999998
15/03/2025 16:00,2025-03-15 12:07:52.737906,CHA,Oxford,Watford,0.36,0.26,0.36,3.1,3.1,2.45,home,15.354838709677416,2.55,0.1159999999999999
15/03/2025 16:00,2025-03-15 12:07:58.001584,CHA,Plymouth,Derby,0.46,0.26,0.26,2.95,2.95,2.65,home,27.69491525423729,4.59,0.3570000000000001
15/03/2025 16:00,2025-03-15 12:08:03.506104,EPL,Manchester City,Brighton,0.54,0.21,0.23,1.75,4.25,4.5,away,5.888888888888891,0.98,0.035
15/03/2025 17:00,2025-03-15 12:08:09.646218,LI1,Nantes,Lille,0.28,0.27,0.43,3.7,3.35,2.07,home,8.540540540540547,1.42,0.0360000000000001
15/03/2025 18:00,2025-03-15 12:08:14.857176,SEA,AC Milan,Como,0.52,0.24,0.23,1.79,4.0,4.5,away,5.888888888888891,0.98,0.035
15/03/2025 19:00,2025-03-15 12:08:20.075759,LI1,Angers,Monaco,0.16,0.2,0.63,6.75,5.0,1.42,home,3.555555555555557,0.59,0.08
15/03/2025 21:05,2025-03-15 12:08:25.293978,LI1,Lens,Rennes,0.43,0.27,0.29,2.19,3.3,3.45,away,8.420289855072463,1.4,0.0005
16/03/2025 12:30,2025-03-15 12:08:32.455024,SEA,Venezia,Napoli,0.17,0.23,0.59,6.5,4.25,1.53,home,4.230769230769231,0.7,0.1050000000000001
16/03/2025 14:30,2025-03-15 12:08:38.510326,EPL,Fulham,Tottenham,0.46,0.24,0.29,2.01,3.85,3.45,away,8.420289855072463,1.4,0.0005
16/03/2025 15:00,2025-03-15 12:08:44.116696,LI1,Lyon,Le Havre,0.65,0.18,0.16,1.38,5.25,7.5,away,4.8,0.8,0.2
16/03/2025 16:00,2025-03-15 12:08:49.579695,SEA,AS Roma,Cagliari,0.6,0.21,0.17,1.51,4.25,6.5,away,4.230769230769231,0.7,0.1050000000000001
16/03/2025 19:30,2025-03-15 12:08:55.057562,BUN,Stuttgart,Leverkusen,0.34,0.25,0.4,2.95,3.55,2.32,home,11.627118644067805,1.93,0.0030000000000002
