date,date_placed,league,home_team,away_team,home_win_%,draw_%,away_win_%,odds_home,odds_draw,odds_away,bet,de_normalized_risk,normalized_risk,ev
31/03/2025 18:30,2025-03-31 13:14:54.503333,SEA,Verona,Parma,0.39,0.29,0.31,2.6,3.05,2.95,home,15.53846153846154,1.77,0.0140000000000001
31/03/2025 21:00,2025-03-31 13:14:59.751830,LL,Celta Vigo,Las Palmas,0.58,0.23,0.18,1.57,4.25,5.75,away,3.7391304347826058,1.84,0.0349999999999999
01/04/2025 20:45,2025-03-31 13:15:04.995169,LET,Accrington,Fleetwood,0.33,0.25,0.4,2.5,3.15,2.7,away,17.777777777777782,1.99,0.0800000000000001
01/04/2025 20:45,2025-03-31 13:15:10.234114,LET,Barrow,Salford,0.41,0.26,0.32,2.15,3.25,3.25,away,11.07692307692308,1.86,0.04
01/04/2025 20:45,2025-03-31 13:15:15.476356,LET,Chesterfield,Carlisle,0.59,0.21,0.19,1.73,3.65,4.5,home,35.300578034682076,1.79,0.0206999999999999
01/04/2025 20:45,2025-03-31 13:15:20.818903,LET,Crewe,Grimsby Town,0.46,0.26,0.27,2.5,3.15,2.7,home,24.40000000000001,2.23,0.15
01/04/2025 20:45,2025-03-31 13:15:26.149745,LET,Gillingham,Colchester,0.33,0.25,0.4,2.6,3.0,2.75,away,18.181818181818183,2.06,0.1
01/04/2025 20:45,2025-03-31 13:15:31.365642,LET,Harrogate,Tranmere,0.48,0.25,0.26,2.6,3.0,2.7,home,27.999999999999996,2.57,0.248
01/04/2025 20:45,2025-03-31 13:15:36.584406,LEO,Barnsley,Exeter,0.47,0.26,0.26,1.73,3.75,4.25,away,8.588235294117647,2.08,0.1049999999999999
01/04/2025 20:45,2025-03-31 13:15:42.693433,LEO,Blackpool,Reading,0.51,0.24,0.23,1.69,3.65,4.75,away,6.789473684210527,2.04,0.0925
01/04/2025 20:45,2025-03-31 13:15:48.010327,LEO,Burton Albion,Leyton Orient FC,0.28,0.24,0.46,2.9,3.25,2.35,away,23.021276595744684,2.0,0.081
01/04/2025 20:45,2025-03-31 13:15:53.233513,LEO,Cambridge United,Wrexham,0.24,0.22,0.52,4.25,3.4,1.83,home,6.11764705882353,1.79,0.02
01/04/2025 20:45,2025-03-31 13:15:59.325924,LEO,Crawley,Peterborough,0.29,0.24,0.45,2.8,3.65,2.25,away,20.555555555555554,1.76,0.0124999999999999
01/04/2025 20:45,2025-03-31 13:16:04.563294,EPL,Arsenal,Fulham,0.64,0.2,0.15,1.43,4.5,8.0,away,4.375,2.41,0.2
02/04/2025 20:45,2025-03-31 13:16:09.774369,EPL,Bournemouth,Ipswich,0.65,0.18,0.15,1.37,5.25,7.5,away,3.6666666666666665,2.15,0.125
02/04/2025 20:45,2025-03-31 13:16:15.032360,EPL,Manchester City,Leicester,0.76,0.13,0.09,1.19,7.5,13.0,away,1.9999999999999991,2.3,0.17
02/04/2025 20:45,2025-03-31 13:16:20.276151,EPL,Newcastle,Brentford,0.52,0.22,0.25,1.73,4.25,4.25,away,7.352941176470589,1.93,0.0625
02/04/2025 20:45,2025-03-31 13:16:25.485601,EPL,Southampton,Crystal Palace,0.21,0.24,0.53,5.25,3.95,1.65,home,5.952380952380952,2.07,0.1024999999999999
02/04/2025 21:00,2025-03-31 13:16:30.709122,EPL,Liverpool,Everton,0.66,0.18,0.14,1.38,5.0,8.0,away,3.2500000000000013,2.13,0.1200000000000001
