date,league,home_team,away_team,home_win_%,draw_%,away_win_%,odds_home,odds_draw,odds_away,bet,de_normalized_risk,normalized_risk,ev,home_goals_ft,away_goals_ft,outcome,return
2025-03-27 21:00:00,LL,Barcelona,Osasuna,0.71,0.15,0.12,1.24,7.25,11.5,away,4.347826086956521,2.84,0.38,3.0,0.0,home,-2.84
2025-03-28 20:30:00,BUN,Leverkusen,Bochum,0.72,0.15,0.11,1.24,6.5,11.0,away,2.9090909090909087,2.29,0.21,3.0,1.0,home,-2.29
2025-03-28 20:45:00,LET,Colchester,Grimsby Town,0.5,0.24,0.24,2.1,3.15,3.65,home,26.190476190476193,1.78,0.05,1.0,2.0,away,-1.78
2025-03-28 20:45:00,LET,Tranmere,Cheltenham,0.29,0.24,0.45,1.98,3.4,3.65,away,29.93150684931507,3.69,0.6424999999999998,2.0,0.0,home,-3.69
2025-03-28 21:00:00,CHA,Sheffield United,Coventry,0.53,0.23,0.22,2.06,3.45,3.65,home,30.18446601941748,1.91,0.0918000000000001,3.0,1.0,home,3.9346
2025-03-29 13:30:00,LET,Accrington,Bradford,0.27,0.24,0.48,3.75,3.15,2.0,home,7.533333333333339,1.66,0.0125,0.0,0.0,draw,-1.66
2025-03-29 13:30:00,LET,Crewe,Port Vale,0.4,0.26,0.32,2.6,3.15,2.7,home,16.923076923076923,1.74,0.0400000000000001,0.0,1.0,away,-1.74
2025-03-29 13:30:00,CHA,Hull,Luton,0.5,0.24,0.24,2.16,3.35,3.5,home,26.851851851851855,1.87,0.08,0.0,1.0,away,-1.87
2025-03-29 13:30:00,CHA,Watford,Plymouth,0.54,0.23,0.21,1.68,3.8,5.25,away,5.952380952380952,1.95,0.1024999999999999,0.0,0.0,draw,-1.95
2025-03-29 14:00:00,LL,Real Sociedad,Valladolid,0.68,0.18,0.12,1.35,4.75,10.0,away,3.1999999999999993,2.26,0.2,2.0,1.0,home,-2.26
2025-03-29 15:00:00,SEA,Venezia,Bologna,0.23,0.26,0.5,4.75,3.55,1.81,home,6.789473684210527,1.91,0.0925,0.0,1.0,away,-1.91
2025-03-29 15:30:00,BUN,Bayern München,St. Pauli,0.78,0.13,0.08,1.16,7.75,16.0,away,2.25,2.52,0.2799999999999999,3.0,2.0,home,-2.52
2025-03-29 15:30:00,BUN,Wolfsburg,Heidenheim,0.55,0.22,0.21,1.67,4.0,5.0,away,5.2,1.78,0.0499999999999999,0.0,1.0,away,8.9
2025-03-29 16:00:00,LET,Barrow,Chesterfield,0.36,0.26,0.37,2.45,3.25,2.75,away,14.090909090909092,1.67,0.0174999999999999,0.0,1.0,away,4.592499999999999
2025-03-29 16:00:00,LET,Bromley,Salford,0.46,0.26,0.27,2.35,3.25,2.8,home,23.021276595744684,1.88,0.081,2.0,3.0,away,-1.88
2025-03-29 16:00:00,LET,Harrogate,Gillingham,0.45,0.26,0.27,2.75,2.9,2.6,home,25.0,2.38,0.2374999999999999,1.0,1.0,draw,-2.38
2025-03-29 16:00:00,LET,Milton Keynes Dons,Fleetwood,0.35,0.26,0.38,2.35,3.25,2.8,away,15.857142857142852,1.82,0.0639999999999999,2.0,4.0,away,5.096
2025-03-29 16:00:00,LEO,Bristol Rovers,Mansfield Town,0.46,0.26,0.27,3.15,3.4,2.15,home,28.857142857142858,3.07,0.4489999999999999,1.0,2.0,away,-3.07
2025-03-29 16:00:00,LEO,Exeter,Wrexham,0.33,0.25,0.41,3.75,3.4,1.95,home,15.133333333333338,2.38,0.2375000000000001,0.0,2.0,away,-2.38
2025-03-29 16:00:00,CHA,Burnley,Bristol City,0.58,0.21,0.19,1.75,3.55,5.0,home,33.99999999999999,1.66,0.0149999999999999,1.0,0.0,home,2.905
2025-03-29 16:00:00,CHA,Leeds,Swansea,0.71,0.16,0.12,1.24,6.0,12.5,away,4.96,3.23,0.4999999999999999,2.0,2.0,draw,-3.23
2025-03-29 16:00:00,CHA,Middlesbrough,Oxford,0.58,0.21,0.19,1.54,4.25,6.0,away,5.500000000000002,2.07,0.1399999999999999,2.0,1.0,home,-2.07
2025-03-29 16:00:00,CHA,Norwich,West Bromwich,0.39,0.26,0.34,2.28,3.35,3.2,away,13.375000000000004,1.9,0.0880000000000001,1.0,0.0,home,-1.9
2025-03-29 16:15:00,LL,Espanyol,Atlético,0.18,0.24,0.57,6.0,3.85,1.6,home,4.333333333333334,1.87,0.0799999999999998,1.0,1.0,draw,-1.87
2025-03-29 17:00:00,LI1,Reims,Marseille,0.2,0.23,0.56,5.25,4.25,1.61,home,4.761904761904762,1.78,0.05,3.0,1.0,home,9.345
2025-03-29 18:00:00,SEA,Juventus,Genoa,0.6,0.22,0.17,1.55,3.95,6.5,away,4.230769230769231,1.95,0.1050000000000001,1.0,0.0,home,-1.95
2025-03-29 20:45:00,SEA,Lecce,AS Roma,0.24,0.26,0.49,4.5,3.5,1.86,home,7.1111111111111125,1.87,0.0799999999999999,0.0,1.0,away,-1.87
2025-03-29 21:00:00,LL,Real Madrid,Leganes,0.76,0.13,0.09,1.16,8.25,16.0,away,3.3124999999999996,0.97,0.4399999999999998,3.0,2.0,home,-0.97
2025-03-30 12:30:00,SEA,Cagliari,Monza,0.55,0.24,0.2,1.7,3.65,5.25,away,4.761904761904762,0.57,0.05,3.0,0.0,home,-0.57
2025-03-30 15:00:00,SEA,Fiorentina,Atalanta,0.28,0.25,0.45,3.6,3.5,2.05,home,8.000000000000007,0.53,0.0080000000000001,1.0,0.0,home,1.908
2025-03-30 16:15:00,LL,Barcelona,Girona,0.71,0.16,0.12,1.28,6.25,9.0,away,2.222222222222223,0.6,0.0799999999999999,4.0,1.0,home,-0.6
2025-03-30 17:15:00,LI1,Angers,Rennes,0.25,0.25,0.49,4.25,3.6,1.88,home,7.352941176470589,0.58,0.0625,0.0,3.0,away,-0.58
2025-03-30 17:30:00,BUN,Dortmund,FSV Mainz,0.54,0.22,0.23,1.7,4.0,4.75,away,6.789473684210527,0.61,0.0925,3.0,1.0,home,-0.61
2025-03-30 18:00:00,SEA,Inter Milan,Udinese,0.64,0.19,0.15,1.41,4.75,7.5,away,3.6666666666666665,0.65,0.125,2.0,1.0,home,-0.65
2025-03-30 18:30:00,LL,Athletic Bilbao,Osasuna,0.6,0.21,0.17,1.52,4.25,6.5,away,4.230769230769231,0.63,0.1050000000000001,0.0,0.0,draw,-0.63
2025-03-31 18:30:00,SEA,Verona,Parma,0.39,0.29,0.31,2.6,3.05,2.95,home,15.53846153846154,1.77,0.0140000000000001,0.0,0.0,draw,-1.77
2025-03-31 21:00:00,LL,Celta Vigo,Las Palmas,0.58,0.23,0.18,1.57,4.25,5.75,away,3.7391304347826058,1.84,0.0349999999999999,1.0,1.0,draw,-1.84
2025-04-01 20:45:00,LET,Accrington,Fleetwood,0.33,0.25,0.4,2.5,3.15,2.7,away,17.777777777777782,1.99,0.0800000000000001,1.0,4.0,away,5.373
2025-04-01 20:45:00,LET,Barrow,Salford,0.41,0.26,0.32,2.15,3.25,3.25,away,11.07692307692308,1.86,0.04,1.0,1.0,draw,-1.86
2025-04-01 20:45:00,LET,Chesterfield,Carlisle,0.59,0.21,0.19,1.73,3.65,4.5,home,35.300578034682076,1.79,0.0206999999999999,2.0,1.0,home,3.0967
2025-04-01 20:45:00,LET,Crewe,Grimsby Town,0.46,0.26,0.27,2.5,3.15,2.7,home,24.40000000000001,2.23,0.15,2.0,0.0,home,5.575
2025-04-01 20:45:00,LET,Gillingham,Colchester,0.33,0.25,0.4,2.6,3.0,2.75,away,18.181818181818183,2.06,0.1,1.0,1.0,draw,-2.06
2025-04-01 20:45:00,LET,Harrogate,Tranmere,0.48,0.25,0.26,2.6,3.0,2.7,home,27.999999999999996,2.57,0.248,3.0,2.0,home,6.6819999999999995
2025-04-01 20:45:00,LEO,Barnsley,Exeter,0.47,0.26,0.26,1.73,3.75,4.25,away,8.588235294117647,2.08,0.1049999999999999,1.0,2.0,away,8.84
2025-04-01 20:45:00,LEO,Blackpool,Reading,0.51,0.24,0.23,1.69,3.65,4.75,away,6.789473684210527,2.04,0.0925,3.0,0.0,home,-2.04
2025-04-01 20:45:00,LEO,Burton Albion,Leyton Orient FC,0.28,0.24,0.46,2.9,3.25,2.35,away,23.021276595744684,2.0,0.081,2.0,1.0,home,-2.0
2025-04-01 20:45:00,LEO,Cambridge United,Wrexham,0.24,0.22,0.52,4.25,3.4,1.83,home,6.11764705882353,1.79,0.02,2.0,2.0,draw,-1.79
2025-04-01 20:45:00,LEO,Crawley,Peterborough,0.29,0.24,0.45,2.8,3.65,2.25,away,20.555555555555554,1.76,0.0124999999999999,3.0,4.0,away,3.96
2025-04-01 20:45:00,EPL,Arsenal,Fulham,0.64,0.2,0.15,1.43,4.5,8.0,away,4.375,2.41,0.2,2.0,1.0,home,-2.41
2025-04-02 20:45:00,EPL,Bournemouth,Ipswich,0.65,0.18,0.15,1.37,5.25,7.5,away,3.6666666666666665,2.15,0.125,1.0,2.0,away,16.125
2025-04-02 20:45:00,EPL,Manchester City,Leicester,0.76,0.13,0.09,1.19,7.5,13.0,away,1.9999999999999991,2.3,0.17,2.0,0.0,home,-2.3
2025-04-02 20:45:00,EPL,Newcastle,Brentford,0.52,0.22,0.25,1.73,4.25,4.25,away,7.352941176470589,1.93,0.0625,2.0,1.0,home,-1.93
2025-04-02 20:45:00,EPL,Southampton,Crystal Palace,0.21,0.24,0.53,5.25,3.95,1.65,home,5.952380952380952,2.07,0.1024999999999999,1.0,1.0,draw,-2.07
2025-04-02 21:00:00,EPL,Liverpool,Everton,0.66,0.18,0.14,1.38,5.0,8.0,away,3.2500000000000013,2.13,0.1200000000000001,1.0,0.0,home,-2.13
2025-04-04 20:30:00,BUN,Augsburg,Bayern München,0.15,0.2,0.63,7.5,5.0,1.43,home,3.6666666666666665,1.7,0.125,1.0,3.0,away,-1.7
2025-04-04 20:45:00,SEA,Genoa,Udinese,0.38,0.29,0.31,2.49,2.95,3.25,away,9.769230769230774,1.38,0.0075,1.0,0.0,home,-1.38
2025-04-04 20:45:00,LI1,Nice,Nantes,0.59,0.21,0.19,1.51,4.5,6.25,away,6.039999999999999,1.87,0.1875,1.0,2.0,away,11.6875
2025-04-04 21:00:00,CHA,Blackburn,Middlesbrough,0.38,0.26,0.35,2.85,3.4,2.46,home,16.24561403508772,1.59,0.083,0.0,2.0,away,-1.59
